time	V(1)	V(20)
Step Information: Amplitude=30m Frequency=1K  (Step: 1/36)
1.639220296062811e-03	-5.371669e-02	-5.679066e-01
1.660704671062811e-03	-5.926844e-02	-6.224181e-01
1.682189046062812e-03	-6.374183e-02	-6.660550e-01
1.703673421062812e-03	-6.705544e-02	-6.980242e-01
1.725157796062812e-03	-6.914901e-02	-7.177444e-01
1.746642171062812e-03	-6.998442e-02	-7.248572e-01
1.768126546062812e-03	-6.954649e-02	-7.192335e-01
1.789610921062812e-03	-6.784318e-02	-7.009759e-01
1.811095296062812e-03	-6.490547e-02	-6.704168e-01
1.832579671062812e-03	-6.078684e-02	-6.281130e-01
1.854064046062812e-03	-5.556220e-02	-5.748346e-01
1.875548421062812e-03	-4.932662e-02	-5.115523e-01
1.897032796062812e-03	-4.219356e-02	-4.394196e-01
1.918517171062812e-03	-3.429280e-02	-3.597534e-01
1.941954671062812e-03	-2.496746e-02	-2.659715e-01
1.965392171062810e-03	-1.510165e-02	-1.670393e-01
1.990782796062808e-03	-4.051672e-03	-5.700449e-02
1.994689046062807e-03	-2.335446e-03	-4.029590e-02
1.996642171062807e-03	-1.476741e-03	-3.213359e-02
1.998595296062807e-03	-6.178130e-04	-2.422453e-02
2.000000000000000e-03	-3.429011e-17	-1.874618e-02
Step Information: Amplitude=90m Frequency=1K  (Step: 5/36)
0.000000000000000e+00	0.000000e+00	-1.555982e-02
3.199999980552093e-07	1.809556e-04	-1.543280e-02
6.629398482112191e-07	3.748826e-04	-1.498558e-02
1.100225736386451e-06	6.221581e-04	-1.403743e-02
2.629876984355897e-06	1.487093e-03	-9.756885e-03
3.236253033245960e-06	1.829932e-03	-8.210993e-03
3.658722271782579e-06	2.068776e-03	-7.279386e-03
4.044443196628626e-06	2.286833e-03	-6.556469e-03
4.390629909594478e-06	2.482528e-03	-5.994532e-03
4.986764683488281e-06	2.819488e-03	-5.167013e-03
5.819308562209598e-06	3.290008e-03	-4.081638e-03
6.115240082649791e-06	3.457236e-03	-3.641687e-03
6.450223509726661e-06	3.646517e-03	-3.080198e-03
6.928393670458835e-06	3.916677e-03	-2.156353e-03
7.884733991923182e-06	4.456888e-03	-6.120092e-05
8.809908433865551e-06	4.979342e-03	2.133298e-03
9.743180996637821e-06	5.506198e-03	4.395498e-03
1.008219034315932e-05	5.697532e-03	5.262427e-03
1.045008789523152e-05	5.905140e-03	6.360767e-03
1.056474349742011e-05	5.969835e-03	6.798087e-03
1.064569046119922e-05	6.015508e-03	7.195043e-03
1.076655137306279e-05	6.083699e-03	7.916369e-03
1.086302289945254e-05	6.138126e-03	8.611428e-03
1.093150284111658e-05	6.176760e-03	9.201967e-03
1.099287832402926e-05	6.211385e-03	9.818570e-03
1.105493787979334e-05	6.246394e-03	1.053023e-02
1.111195255282201e-05	6.278557e-03	1.126918e-02
1.116670996195813e-05	6.309446e-03	1.206629e-02
1.122461383902197e-05	6.342109e-03	1.300375e-02
1.127852065143292e-05	6.372517e-03	1.397188e-02
1.134603268200471e-05	6.410597e-03	1.531741e-02
1.142701234179417e-05	6.456273e-03	1.711229e-02
1.153520362374955e-05	6.517294e-03	1.976947e-02
1.165689196686655e-05	6.585925e-03	2.302330e-02
1.197227099154724e-05	6.763777e-03	3.189474e-02
1.219131615170833e-05	6.887287e-03	3.763290e-02
1.243428921728673e-05	7.024274e-03	4.318495e-02
1.264169990455969e-05	7.141198e-03	4.706408e-02
1.286807896301116e-05	7.268802e-03	5.041067e-02
1.308221791796312e-05	7.389492e-03	5.292777e-02
1.330984220811720e-05	7.517769e-03	5.503963e-02
1.399621201233490e-05	7.904474e-03	6.006403e-02
1.841292898333675e-05	1.038905e-02	8.545924e-02
3.403792898333676e-05	1.910160e-02	1.728642e-01
5.356917898333678e-05	2.972391e-02	2.788714e-01
7.505355398333680e-05	4.088613e-02	3.899634e-01
9.653792898333682e-05	5.130443e-02	4.933918e-01
1.180223039833368e-04	6.078925e-02	5.872947e-01
1.395066789833369e-04	6.916804e-02	6.699718e-01
1.609910539833369e-04	7.628833e-02	7.399226e-01
1.824754289833369e-04	8.202057e-02	7.958772e-01
2.039598039833369e-04	8.626048e-02	8.368189e-01
2.254441789833369e-04	8.893090e-02	8.620043e-01
2.469285539833370e-04	8.998324e-02	8.709763e-01
2.684129289833370e-04	8.939836e-02	8.635725e-01
2.898973039833370e-04	8.718691e-02	8.399290e-01
3.113816789833370e-04	8.338911e-02	8.004768e-01
3.328660539833370e-04	7.807407e-02	7.459351e-01
3.543504289833370e-04	7.133850e-02	6.772981e-01
3.758348039833371e-04	6.330493e-02	5.958169e-01
3.973191789833371e-04	5.411955e-02	5.029778e-01
4.188035539833371e-04	4.394948e-02	4.004776e-01
4.402879289833371e-04	3.297977e-02	2.901989e-01
4.617723039833371e-04	2.140999e-02	1.742124e-01
4.852098039833372e-04	8.351626e-03	4.460633e-02
4.871629289833372e-04	7.251324e-03	3.415306e-02
4.891160539833372e-04	6.149930e-03	2.404758e-02
4.900560721243111e-04	5.619501e-03	1.949760e-02
4.912210423657967e-04	4.961866e-03	1.431508e-02
4.917232610170248e-04	4.678276e-03	1.230058e-02
4.921979388647552e-04	4.410195e-03	1.062083e-02
4.926426801312772e-04	4.158985e-03	9.229930e-03
4.931031075354835e-04	3.898880e-03	7.985697e-03
4.935343364560224e-04	3.655241e-03	6.996647e-03
4.939000399305015e-04	3.448602e-03	6.287588e-03
4.942173245670996e-04	3.269306e-03	5.757988e-03
4.947741411330685e-04	2.954622e-03	4.962555e-03
4.956081718404630e-04	2.483205e-03	3.827149e-03
4.959108462930966e-04	2.312107e-03	3.351632e-03
4.963068013187042e-04	2.088267e-03	2.644666e-03
4.970415426652683e-04	1.672872e-03	1.148407e-03
4.979892868236200e-04	1.137001e-03	-9.910649e-04
4.995946911755324e-04	2.291965e-04	-4.823720e-03
5.000206805319542e-04	-1.169457e-05	-5.910751e-03
5.001978036653436e-04	-1.118553e-04	-6.444841e-03
5.002974731638107e-04	-1.682170e-04	-6.814703e-03
5.004127509063323e-04	-2.334049e-04	-7.329987e-03
5.005218235180505e-04	-2.950837e-04	-7.914551e-03
5.006133777393573e-04	-3.468561e-04	-8.503248e-03
5.006908410557985e-04	-3.906602e-04	-9.093606e-03
5.007604429582004e-04	-4.300187e-04	-9.710469e-03
5.008204098756989e-04	-4.639288e-04	-1.031781e-02
5.008741038003401e-04	-4.942915e-04	-1.093266e-02
5.009313634796082e-04	-5.266707e-04	-1.166754e-02
5.009877112083541e-04	-5.585339e-04	-1.247878e-02
5.010560782021687e-04	-5.971938e-04	-1.358115e-02
5.011190129977782e-04	-6.327817e-04	-1.472571e-02
5.012107899282453e-04	-6.846790e-04	-1.661604e-02
5.013127306771146e-04	-7.423233e-04	-1.899468e-02
5.014520714878347e-04	-8.211157e-04	-2.262766e-02
5.017640215633942e-04	-9.975103e-04	-3.149275e-02
5.019491590771228e-04	-1.102196e-03	-3.649464e-02
5.022378416505023e-04	-1.265428e-03	-4.327547e-02
5.024725384530057e-04	-1.398131e-03	-4.777144e-02
5.026387695326045e-04	-1.492121e-03	-5.026536e-02
5.028589575503657e-04	-1.616615e-03	-5.289711e-02
5.031138287527994e-04	-1.760716e-03	-5.532018e-02
5.036235711576668e-04	-2.048904e-03	-5.925733e-02
5.048731103881239e-04	-2.755248e-03	-6.687953e-02
5.205654925706335e-04	-1.159718e-02	-1.558958e-01
5.440029925706336e-04	-2.456730e-02	-2.854329e-01
5.674404925706336e-04	-3.700562e-02	-4.092712e-01
5.889248675706336e-04	-4.770999e-02	-5.155780e-01
6.104092425706336e-04	-5.754628e-02	-6.130087e-01
6.318936175706336e-04	-6.633554e-02	-6.997969e-01
6.533779925706337e-04	-7.391784e-02	-7.743663e-01
6.748623675706337e-04	-8.015522e-02	-8.353617e-01
6.963467425706337e-04	-8.493420e-02	-8.816741e-01
7.178311175706337e-04	-8.816783e-02	-9.124613e-01
7.393154925706337e-04	-8.979727e-02	-9.271634e-01
7.607998675706338e-04	-8.979287e-02	-9.255131e-01
7.822842425706338e-04	-8.815471e-02	-9.075409e-01
8.037686175706338e-04	-8.491261e-02	-8.735737e-01
8.252529925706338e-04	-8.012553e-02	-8.242301e-01
8.467373675706338e-04	-7.388061e-02	-7.604083e-01
8.682217425706339e-04	-6.629144e-02	-6.832705e-01
8.897061175706339e-04	-5.749611e-02	-5.942218e-01
9.111904925706339e-04	-4.765466e-02	-4.948857e-01
9.326748675706339e-04	-3.694614e-02	-3.870770e-01
9.561123675706339e-04	-2.450454e-02	-2.621384e-01
9.795498675706340e-04	-1.153248e-02	-1.323195e-01
9.932217425706340e-04	-3.831856e-03	-5.599529e-02
9.971279925706340e-04	-1.623994e-03	-3.480899e-02
9.990811175706340e-04	-5.196129e-04	-2.469797e-02
1.000162837342353e-03	9.208233e-05	-1.948613e-02
1.001455256192836e-03	8.229165e-04	-1.381516e-02
1.001954592453603e-03	1.105268e-03	-1.187494e-02
1.002434176341546e-03	1.376441e-03	-1.026203e-02
1.002885286851070e-03	1.631502e-03	-8.939152e-03
1.003373654238076e-03	1.907614e-03	-7.718283e-03
1.003804878162936e-03	2.151403e-03	-6.813679e-03
1.004174885677615e-03	2.360571e-03	-6.160824e-03
1.004780920860563e-03	2.703140e-03	-5.276242e-03
1.005609284710215e-03	3.171319e-03	-4.189307e-03
1.005896658559270e-03	3.333719e-03	-3.770462e-03
1.006209701078287e-03	3.510612e-03	-3.259812e-03
1.006628800652769e-03	3.747415e-03	-2.474312e-03
1.007466999801732e-03	4.220940e-03	-6.846746e-04
1.008368615498629e-03	4.730160e-03	1.425536e-03
1.009762781033573e-03	5.517261e-03	4.831879e-03
1.010162869233160e-03	5.743063e-03	5.915239e-03
1.010319928437571e-03	5.831693e-03	6.434245e-03
1.010411236581928e-03	5.883218e-03	6.814095e-03
1.010519602857918e-03	5.944365e-03	7.363429e-03
1.010623369522379e-03	6.002914e-03	7.998955e-03
1.010705410191448e-03	6.049203e-03	8.603787e-03
1.010775114490357e-03	6.088530e-03	9.211854e-03
1.010840504592025e-03	6.125422e-03	9.870038e-03
1.010939264915938e-03	6.181139e-03	1.105885e-02
1.011039953727422e-03	6.237941e-03	1.255310e-02
1.011092315610474e-03	6.267480e-03	1.345264e-02
1.011155829577801e-03	6.303309e-03	1.465838e-02
1.011224817987709e-03	6.342224e-03	1.611672e-02
1.011329185487266e-03	6.401095e-03	1.856942e-02
1.011435775542807e-03	6.461216e-03	2.132503e-02
1.011728318756620e-03	6.626207e-03	2.954207e-02
1.011928829614506e-03	6.739280e-03	3.502759e-02
1.012178765957410e-03	6.880211e-03	4.116439e-02
1.012389175184850e-03	6.998840e-03	4.555363e-02
1.012535437284588e-03	7.081296e-03	4.804516e-02
1.012749230920990e-03	7.201812e-03	5.102547e-02
1.012915861696221e-03	7.295734e-03	5.294573e-02
1.013132886554032e-03	7.418048e-03	5.496074e-02
1.013566936269653e-03	7.662634e-03	5.831610e-02
1.014423788796672e-03	8.145300e-03	6.365455e-02
1.025217584076976e-03	1.420061e-02	1.247731e-01
1.044748834076976e-03	2.497278e-02	2.324685e-01
1.064280084076976e-03	3.536933e-02	3.360615e-01
1.085764459076976e-03	4.618529e-02	4.435719e-01
1.107248834076976e-03	5.616092e-02	5.424737e-01
1.128733209076976e-03	6.511473e-02	6.309794e-01
1.150217584076976e-03	7.288378e-02	7.074842e-01
1.171701959076976e-03	7.932674e-02	7.705994e-01
1.193186334076976e-03	8.432636e-02	8.191783e-01
1.214670709076976e-03	8.779170e-02	8.523388e-01
1.236155084076976e-03	8.965968e-02	8.694786e-01
1.257639459076976e-03	8.989634e-02	8.702868e-01
1.279123834076976e-03	8.849736e-02	8.547499e-01
1.300608209076976e-03	8.548818e-02	8.231516e-01
1.322092584076976e-03	8.092357e-02	7.760679e-01
1.343576959076976e-03	7.488658e-02	7.143568e-01
1.365061334076976e-03	6.748705e-02	6.391434e-01
1.386545709076976e-03	5.885962e-02	5.517988e-01
1.408030084076977e-03	4.916124e-02	4.539177e-01
1.429514459076977e-03	3.856839e-02	3.472916e-01
1.450998834076977e-03	2.727380e-02	2.338920e-01
1.472483209076977e-03	1.548297e-02	1.159408e-01
1.484201959076977e-03	8.918919e-03	5.100539e-02
1.486155084076977e-03	7.819245e-03	4.040487e-02
1.488108209076977e-03	6.718394e-03	3.009678e-02
1.490061334076977e-03	5.616531e-03	2.025544e-02
1.490857451654224e-03	5.167146e-03	1.657406e-02
1.491727752407917e-03	4.675740e-03	1.293393e-02
1.492117150915411e-03	4.455824e-03	1.145975e-02
1.492492979095706e-03	4.243546e-03	1.019153e-02
1.492917081473907e-03	4.003974e-03	8.924589e-03
1.493430148970963e-03	3.714108e-03	7.603868e-03
1.493847257887239e-03	3.478427e-03	6.699820e-03
1.494199584877123e-03	3.279331e-03	6.057055e-03
1.494780964019321e-03	2.950766e-03	5.178364e-03
1.495592980832349e-03	2.491792e-03	4.089636e-03
1.495881246932735e-03	2.328840e-03	3.665502e-03
1.496207221520032e-03	2.144563e-03	3.131100e-03
1.496666436374784e-03	1.884948e-03	2.269488e-03
1.497584866084287e-03	1.365674e-03	3.167140e-04
1.498483679735055e-03	8.574459e-04	-1.766030e-03
1.499844893711167e-03	8.771053e-05	-5.027893e-03
1.500247411378943e-03	-1.399078e-04	-6.084578e-03
1.500392726533464e-03	-2.220814e-04	-6.542211e-03
1.500485121296519e-03	-2.743292e-04	-6.901055e-03
1.500603464025079e-03	-3.412500e-04	-7.452011e-03
1.500712191777376e-03	-4.027336e-04	-8.058610e-03
1.500798727418519e-03	-4.516678e-04	-8.637848e-03
1.500873767235649e-03	-4.941013e-04	-9.232809e-03
1.500946178701199e-03	-5.350483e-04	-9.897176e-03
1.501000225181038e-03	-5.656103e-04	-1.046266e-02
1.501054919259173e-03	-5.965384e-04	-1.110767e-02
1.501109634561503e-03	-6.274785e-04	-1.183070e-02
1.501173658895042e-03	-6.636825e-04	-1.277868e-02
1.501236579112890e-03	-6.992620e-04	-1.382930e-02
1.501318547886826e-03	-7.456127e-04	-1.537803e-02
1.501405821739707e-03	-7.949632e-04	-1.725744e-02
1.501535906000558e-03	-8.685209e-04	-2.042679e-02
1.501661732098296e-03	-9.396703e-04	-2.381301e-02
1.501989050682619e-03	-1.124752e-03	-3.312744e-02
1.502217364288753e-03	-1.253849e-03	-3.908357e-02
1.502459140483391e-03	-1.390556e-03	-4.452016e-02
1.502616264928283e-03	-1.479396e-03	-4.741728e-02
1.502804612516494e-03	-1.585889e-03	-5.022077e-02
1.503019158101476e-03	-1.707191e-03	-5.280141e-02
1.503315289279724e-03	-1.874616e-03	-5.565455e-02
1.503625535885444e-03	-2.050015e-03	-5.812136e-02
1.504573762209277e-03	-2.586046e-03	-6.414962e-02
1.516493583521533e-03	-9.310216e-03	-1.320388e-01
1.537977958521533e-03	-2.127280e-02	-2.516360e-01
1.561415458521533e-03	-3.387411e-02	-3.771864e-01
1.582899833521533e-03	-4.478754e-02	-4.856448e-01
1.604384208521533e-03	-5.488607e-02	-5.857517e-01
1.606337333521533e-03	-5.575723e-02	-5.943742e-01
1.627821708521533e-03	-6.475784e-02	-6.833081e-01
1.649306083521533e-03	-7.258019e-02	-7.603060e-01
1.670790458521533e-03	-7.908197e-02	-8.239684e-01
1.692274833521533e-03	-8.414487e-02	-8.731380e-01
1.713759208521533e-03	-8.767678e-02	-9.069208e-01
1.735243583521533e-03	-8.961344e-02	-9.247023e-01
1.756727958521533e-03	-8.991960e-02	-9.261594e-01
1.778212333521533e-03	-8.858970e-02	-9.112659e-01
1.799696708521533e-03	-8.564793e-02	-8.802928e-01
1.821181083521533e-03	-8.114782e-02	-8.338041e-01
1.842665458521533e-03	-7.517125e-02	-7.726462e-01
1.864149833521533e-03	-6.782696e-02	-6.979326e-01
1.885634208521533e-03	-5.924858e-02	-6.110243e-01
1.907118583521533e-03	-4.959218e-02	-5.135054e-01
1.928602958521533e-03	-3.903347e-02	-4.071566e-01
1.952040458521533e-03	-2.671190e-02	-2.833672e-01
1.975477958521531e-03	-1.381209e-02	-1.541723e-01
1.993056083521529e-03	-3.925446e-03	-5.602043e-02
1.996962333521528e-03	-1.717656e-03	-3.483366e-02
1.998915458521528e-03	-6.132890e-04	-2.472162e-02
2.000000000000000e-03	-4.408728e-17	-1.935764e-02
Step Information: Amplitude=1.1 Frequency=1K  (Step: 6/36)
0.000000000000000e+00	0.000000e+00	-1.555982e-02
7.999999951380232e-08	5.529203e-04	-1.551116e-02
1.594992052923538e-07	1.102379e-03	-1.529113e-02
2.403297756304358e-07	1.661040e-03	-1.489766e-02
2.845852132131412e-07	1.966911e-03	-1.458096e-02
3.874775124843451e-07	2.678050e-03	-1.358470e-02
4.933987075073689e-07	3.410122e-03	-1.230280e-02
6.724260156134373e-07	4.647461e-03	-9.924720e-03
7.633222254950318e-07	5.275684e-03	-8.793592e-03
9.219740344466974e-07	6.372191e-03	-7.080037e-03
1.078527272038310e-06	7.454189e-03	-5.713034e-03
1.190454228906775e-06	8.227753e-03	-4.945888e-03
1.344721738123006e-06	9.293939e-03	-4.096287e-03
1.479887856824259e-06	1.022810e-02	-3.363924e-03
1.550735126407677e-06	1.071774e-02	-2.919978e-03
1.622024354765112e-06	1.121043e-02	-2.405265e-03
1.705925006073312e-06	1.179028e-02	-1.716245e-03
1.820568819113114e-06	1.258259e-02	-6.864640e-04
2.006103048608286e-06	1.386482e-02	1.073099e-03
2.348515864800915e-06	1.623119e-02	4.430408e-03
2.491950064469669e-06	1.722242e-02	5.998543e-03
2.663674472384948e-06	1.840914e-02	8.581080e-03
2.743013436571418e-06	1.895741e-02	1.076390e-02
2.805633656478535e-06	1.939014e-02	1.429870e-02
2.897177278475424e-06	2.002275e-02	2.337550e-02
2.971198208543075e-06	2.053425e-02	3.445121e-02
3.031509081528276e-06	2.095102e-02	4.640451e-02
3.102973627591298e-06	2.144486e-02	6.308615e-02
3.177398248893774e-06	2.195914e-02	8.209570e-02
3.277329209268911e-06	2.264967e-02	1.083701e-01
3.370220594421601e-06	2.329155e-02	1.315895e-01
3.521424532126393e-06	2.433635e-02	1.646685e-01
3.680550773958487e-06	2.543587e-02	1.931484e-01
3.817610232268357e-06	2.638290e-02	2.122909e-01
3.971336266930523e-06	2.744506e-02	2.290457e-01
4.134497472717310e-06	2.857238e-02	2.433329e-01
4.612592459432806e-06	3.187549e-02	2.778556e-01
1.789798672005070e-05	1.234414e-01	1.194944e+00
3.742923672005072e-05	2.563143e-01	2.521069e+00
5.891361172005074e-05	3.979463e-01	3.931709e+00
8.039798672005076e-05	5.323378e-01	5.267415e+00
1.018823617200508e-04	6.570436e-01	6.503956e+00
1.233667367200508e-04	7.697946e-01	7.618866e+00
1.448511117200508e-04	8.685395e-01	8.591885e+00
1.663354867200508e-04	9.514814e-01	9.405334e+00
1.878198617200509e-04	1.017111e+00	1.004444e+01
2.093042367200509e-04	1.064235e+00	1.049761e+01
2.307886117200509e-04	1.091996e+00	1.075661e+01
2.522729867200509e-04	1.099888e+00	1.081671e+01
2.737573617200509e-04	1.087768e+00	1.067679e+01
2.952417367200509e-04	1.055856e+00	1.033934e+01
3.167261117200509e-04	1.004733e+00	9.810467e+00
3.382104867200510e-04	9.353291e-01	9.099767e+00
3.596948617200510e-04	8.489073e-01	8.220173e+00
3.811792367200510e-04	7.470399e-01	7.187704e+00
4.026636117200510e-04	6.315803e-01	6.021169e+00
4.241479867200510e-04	5.046293e-01	4.741823e+00
4.456323617200511e-04	3.684966e-01	3.372993e+00
4.671167367200511e-04	2.256593e-01	1.939711e+00
4.886011117200510e-04	7.871612e-02	4.692929e-01
4.925073617200510e-04	5.176627e-02	2.024250e-01
4.944604867200510e-04	3.827864e-02	7.377101e-02
4.952070688026954e-04	3.312135e-02	3.069911e-02
4.955893139707281e-04	3.048057e-02	1.516892e-02
4.959324103560388e-04	2.811010e-02	7.176757e-03
4.960900046590684e-04	2.702123e-02	5.198808e-03
4.961897083426033e-04	2.633233e-02	4.443197e-03
4.963757090251910e-04	2.504714e-02	3.289612e-03
4.964391627914931e-04	2.460869e-02	2.847554e-03
4.965062457390921e-04	2.414516e-02	2.317531e-03
4.965856526464153e-04	2.359647e-02	1.618533e-03
4.967089435395627e-04	2.274453e-02	4.583177e-04
4.968854873698369e-04	2.152459e-02	-1.268428e-03
4.972184417579706e-04	1.922377e-02	-4.625455e-03
4.973673907865320e-04	1.819446e-02	-6.320626e-03
4.975419551871225e-04	1.698811e-02	-9.086437e-03
4.976217565624639e-04	1.643663e-02	-1.135728e-02
4.976839247048453e-04	1.600700e-02	-1.483923e-02
4.977733866649151e-04	1.538874e-02	-2.413761e-02
4.978714693943039e-04	1.471091e-02	-4.051584e-02
4.979384601643324e-04	1.424794e-02	-5.594092e-02
4.980043640114775e-04	1.379248e-02	-7.394740e-02
4.980768028628926e-04	1.329186e-02	-9.482031e-02
4.981618481190319e-04	1.270411e-02	-1.186794e-01
4.982756103041969e-04	1.191789e-02	-1.473937e-01
4.984102038974525e-04	1.098770e-02	-1.759560e-01
4.985303134951137e-04	1.015760e-02	-1.962876e-01
4.986599552279955e-04	9.261616e-03	-2.134924e-01
4.988007500034984e-04	8.288543e-03	-2.284877e-01
4.989613202231040e-04	7.178788e-03	-2.425703e-01
4.994055102447300e-04	4.108808e-03	-2.759446e-01
5.129378449516890e-04	-8.932152e-02	-1.212272e+00
5.344222199516890e-04	-2.360588e-01	-2.676999e+00
5.559065949516890e-04	-3.785011e-01	-4.095888e+00
5.773909699516891e-04	-5.140567e-01	-5.443329e+00
5.988753449516891e-04	-6.402591e-01	-6.694833e+00
6.203597199516891e-04	-7.548122e-01	-7.827635e+00
6.418440949516891e-04	-8.556318e-01	-8.821131e+00
6.633284699516891e-04	-9.408833e-01	-9.657257e+00
6.848128449516892e-04	-1.009016e+00	-1.032082e+01
7.062972199516892e-04	-1.058789e+00	-1.079977e+01
7.277815949516892e-04	-1.089299e+00	-1.108540e+01
7.492659699516892e-04	-1.099988e+00	-1.117253e+01
7.707503449516892e-04	-1.090664e+00	-1.105956e+01
7.922347199516893e-04	-1.061496e+00	-1.074852e+01
8.137190949516893e-04	-1.013013e+00	-1.024505e+01
8.352034699516893e-04	-9.460996e-01	-9.558296e+00
8.566878449516893e-04	-8.619719e-01	-8.700756e+00
8.781722199516893e-04	-7.621608e-01	-7.688038e+00
8.996565949516893e-04	-6.484824e-01	-6.538579e+00
9.211409699516894e-04	-5.230051e-01	-5.273304e+00
9.426253449516894e-04	-3.880118e-01	-3.915249e+00
9.641097199516894e-04	-2.459588e-01	-2.489162e+00
9.855940949516893e-04	-9.943057e-02	-1.021255e+00
9.953597199516893e-04	-3.206677e-02	-3.486271e-01
9.973128449516893e-04	-1.857140e-02	-2.153915e-01
9.992659699516893e-04	-5.073234e-03	-8.547030e-02
9.999251823236048e-04	-5.171027e-04	-4.630756e-02
1.000538887967902e-03	3.724519e-03	-1.735745e-02
1.000778113872354e-03	5.377916e-03	-1.006132e-02
1.001013959346338e-03	7.007936e-03	-6.216700e-03
1.001126222145462e-03	7.783824e-03	-5.097215e-03
1.001207066164513e-03	8.342562e-03	-4.542809e-03
1.001397169153429e-03	9.656416e-03	-3.443880e-03
1.001463262312137e-03	1.011320e-02	-3.023565e-03
1.001526675070422e-03	1.055146e-02	-2.561202e-03
1.001598704793272e-03	1.104927e-02	-1.958551e-03
1.001686316034046e-03	1.165476e-02	-1.146090e-03
1.001861538515594e-03	1.286574e-02	5.733951e-04
1.002224943574933e-03	1.537720e-02	4.250292e-03
1.002378654667702e-03	1.643947e-02	5.988337e-03
1.002562372709752e-03	1.770908e-02	8.898815e-03
1.002641642179882e-03	1.825688e-02	1.130120e-02
1.002702804719296e-03	1.867955e-02	1.515804e-02
1.002792185981072e-03	1.929721e-02	2.483053e-02
1.002860217946924e-03	1.976734e-02	3.566992e-02
1.002920828794869e-03	2.018619e-02	4.826991e-02
1.002990565045817e-03	2.066809e-02	6.521023e-02
1.003154416878850e-03	2.180034e-02	1.088020e-01
1.003278247349848e-03	2.265602e-02	1.403151e-01
1.003402512165779e-03	2.351468e-02	1.676752e-01
1.003586371560211e-03	2.478512e-02	2.004334e-01
1.003698910512668e-03	2.556273e-02	2.161526e-01
1.003851048893868e-03	2.661394e-02	2.326227e-01
1.004016367082926e-03	2.775619e-02	2.471440e-01
1.004480389190259e-03	3.096214e-02	2.806683e-01
1.017917141512780e-03	1.235730e-01	1.208117e+00
1.037448391512780e-03	2.564431e-01	2.534190e+00
1.058932766512780e-03	3.980697e-01	3.944756e+00
1.080417141512780e-03	5.324537e-01	5.280366e+00
1.101901516512780e-03	6.571497e-01	6.516791e+00
1.123385891512780e-03	7.698892e-01	7.631566e+00
1.144870266512780e-03	8.686206e-01	8.604433e+00
1.166354641512780e-03	9.515479e-01	9.417715e+00
1.187839016512781e-03	1.017162e+00	1.005664e+01
1.209323391512781e-03	1.064269e+00	1.050962e+01
1.230807766512781e-03	1.092012e+00	1.076843e+01
1.252292141512781e-03	1.099886e+00	1.082834e+01
1.273776516512781e-03	1.087748e+00	1.068823e+01
1.295260891512781e-03	1.055819e+00	1.035059e+01
1.316745266512781e-03	1.004679e+00	9.821530e+00
1.338229641512781e-03	9.352594e-01	9.110657e+00
1.359714016512781e-03	8.488231e-01	8.230904e+00
1.381198391512781e-03	7.469427e-01	7.198290e+00
1.402682766512781e-03	6.314719e-01	6.031628e+00
1.424167141512781e-03	5.045116e-01	4.752175e+00
1.445651516512781e-03	3.683718e-01	3.383259e+00
1.467135891512781e-03	2.255297e-01	1.949913e+00
1.488620266512781e-03	7.858407e-02	4.794172e-01
1.492526516512781e-03	5.163403e-02	2.123216e-01
1.494479641512781e-03	3.814633e-02	8.251948e-02
1.495183741449155e-03	3.328251e-02	4.084995e-02
1.495734359602269e-03	2.947846e-02	1.565185e-02
1.495959276409073e-03	2.792448e-02	9.296129e-03
1.496194933077174e-03	2.629623e-02	5.809809e-03
1.496301670276242e-03	2.555872e-02	4.811117e-03
1.496374543358022e-03	2.505519e-02	4.317080e-03
1.496561250419237e-03	2.376508e-02	3.157788e-03
1.496622895293341e-03	2.333912e-02	2.712575e-03
1.496694673319741e-03	2.284314e-02	2.124976e-03
1.496778610518585e-03	2.226313e-02	1.367657e-03
1.496946484916272e-03	2.110309e-02	-2.364818e-04
1.497110177432786e-03	1.997192e-02	-1.852091e-03
1.497348209434049e-03	1.832701e-02	-4.253725e-03
1.497508672956080e-03	1.721811e-02	-6.012044e-03
1.497682538804449e-03	1.601658e-02	-8.553816e-03
1.497774304289374e-03	1.538240e-02	-1.087647e-02
1.497837619737496e-03	1.494484e-02	-1.408456e-02
1.497930571790287e-03	1.430246e-02	-2.292017e-02
1.498020951223293e-03	1.367785e-02	-3.696728e-02
1.498085526165796e-03	1.323157e-02	-5.111182e-02
1.498148252920446e-03	1.279807e-02	-6.773940e-02
1.498300863142662e-03	1.174337e-02	-1.113494e-01
1.498398969863083e-03	1.106534e-02	-1.368692e-01
1.498574172895825e-03	9.854478e-03	-1.752973e-01
1.498689119933340e-03	9.060050e-03	-1.952361e-01
1.498834463012989e-03	8.055542e-03	-2.144997e-01
1.498973407220119e-03	7.095251e-03	-2.292429e-01
1.499128248034882e-03	6.025087e-03	-2.426925e-01
1.499609258871993e-03	2.700606e-03	-2.786096e-01
1.512912341733749e-03	-8.914583e-02	-1.199040e+00
1.534396716733749e-03	-2.358867e-01	-2.663828e+00
1.555881091733749e-03	-3.783356e-01	-4.082805e+00
1.577365466733749e-03	-5.139009e-01	-5.430362e+00
1.598849841733749e-03	-6.401158e-01	-6.682011e+00
1.620334216733749e-03	-7.546840e-01	-7.814983e+00
1.641818591733749e-03	-8.555210e-01	-8.808672e+00
1.663302966733749e-03	-9.407920e-01	-9.645012e+00
